method,indicator,unit,producing_sector_group,value
"Problem oriented approach: non baseline (CML, 1999)",human toxicity HTP 500,"kg 1,4-dichlorobenzene eq.",Electricity,37133458.12538824
"Problem oriented approach: non baseline (CML, 1999)",human toxicity HTP 500,"kg 1,4-dichlorobenzene eq.",Food and catering,51997028.01661465
"Problem oriented approach: non baseline (CML, 1999)",human toxicity HTP 500,"kg 1,4-dichlorobenzene eq.",Furniture and timber,510584.0071983299
"Problem oriented approach: non baseline (CML, 1999)",human toxicity HTP 500,"kg 1,4-dichlorobenzene eq.",General and special Machinery,1805264.5451773608
"Problem oriented approach: non baseline (CML, 1999)",human toxicity HTP 500,"kg 1,4-dichlorobenzene eq.",Metal Products,953622849.6382698
"Problem oriented approach: non baseline (CML, 1999)",human toxicity HTP 500,"kg 1,4-dichlorobenzene eq.",Minerals and Metals,9999041.427528946
"Problem oriented approach: non baseline (CML, 1999)",human toxicity HTP 500,"kg 1,4-dichlorobenzene eq.",Natural gas and gaseous fuels,497272.2220714083
"Problem oriented approach: non baseline (CML, 1999)",human toxicity HTP 500,"kg 1,4-dichlorobenzene eq.",Non-metallic mineral products,1337122.2632412496
"Problem oriented approach: non baseline (CML, 1999)",human toxicity HTP 500,"kg 1,4-dichlorobenzene eq.",Paper Products,5228805.944766698
"Problem oriented approach: non baseline (CML, 1999)",human toxicity HTP 500,"kg 1,4-dichlorobenzene eq.",Services,17110848.87543476
"Problem oriented approach: non baseline (CML, 1999)",human toxicity HTP 500,"kg 1,4-dichlorobenzene eq.","Steam, hot water supply and water distribution",16193872.075304883
"Problem oriented approach: non baseline (CML, 1999)",human toxicity HTP 500,"kg 1,4-dichlorobenzene eq.",Textile,525849.1326390032
"Problem oriented approach: non baseline (CML, 1999)",human toxicity HTP 500,"kg 1,4-dichlorobenzene eq.",Transport,16521003641.413836
"Problem oriented approach: non baseline (CML, 1999)",human toxicity HTP 500,"kg 1,4-dichlorobenzene eq.",Transport Equipment,1036614.9320295794
"Problem oriented approach: non baseline (CML, 1999)",human toxicity HTP 500,"kg 1,4-dichlorobenzene eq.",Waste management and disposal,3497242.6877473
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,Chemical,40437531284.594
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,Coal and Petroleum,1110479838.841963
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,Construction,74646564.5332702
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,"Electrical, electronic and measuring equipment",323287164.9385394
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,Electricity,2732008318.821044
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,Food and catering,6205116874840.897
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,Furniture and timber,17152847352.115187
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,General and special Machinery,2894300342.634617
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,Metal Products,108517998655.88092
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,Minerals and Metals,6644821701.550507
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,Natural gas and gaseous fuels,283615437.87798786
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,Non-metallic mineral products,3869179109.971238
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,Paper Products,24337508240.987183
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,Services,8336926228.3322935
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,"Steam, hot water supply and water distribution",4062094659.838433
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,Textile,1188509432183.1323
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,Transport,14383985770.468594
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,Transport Equipment,1628186514.983579
"Problem oriented approach: non baseline (CML, 1999)",odour,m3,Waste management and disposal,496415021194.69476
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,Chemical,98929.73146037807
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,Coal and Petroleum,127100.56725495463
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,Construction,311.8751890954777
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,"Electrical, electronic and measuring equipment",14258.37944158327
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,Electricity,11402.428851845889
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,Food and catering,178873.90387614098
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,Furniture and timber,1450.4550606679045
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,General and special Machinery,1045.6327146608485
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,Metal Products,400904.5348010165
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,Minerals and Metals,33852.37675157507
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,Natural gas and gaseous fuels,15302.819691305474
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,Non-metallic mineral products,2763.5557150604204
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,Paper Products,10609.528981841795
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,Services,26079.569470974784
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,"Steam, hot water supply and water distribution",34906.53134245373
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,Textile,2954.9413108304843
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,Transport,102361.64128537157
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,Transport Equipment,453.45810937765776
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (EBIR; low NOx),kg formed ozone,Waste management and disposal,50201.46946166466
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,Chemical,42799.68365403995
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,Coal and Petroleum,56353.82888838373
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,Construction,135.26330145372512
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,"Electrical, electronic and measuring equipment",6166.307679538217
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,Electricity,4954.960050606351
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,Food and catering,78559.12280540618
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,Furniture and timber,627.6531879187345
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,General and special Machinery,452.3488022600524
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,Metal Products,173366.99237133723
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,Minerals and Metals,14642.833844730332
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,Natural gas and gaseous fuels,6754.568980503324
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,Non-metallic mineral products,1200.9391709421932
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,Paper Products,4589.024561774674
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,Services,11287.198201531337
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,"Steam, hot water supply and water distribution",15106.888699593224
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,Textile,1279.197446289145
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,Transport,44277.89046769505
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,Transport Equipment,196.30318720020836
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MIR; very high NOx),kg formed ozone,Waste management and disposal,22261.04986438138
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,Chemical,77529.88963335809
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,Coal and Petroleum,98923.65281076277
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,Construction,244.24353836861516
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,"Electrical, electronic and measuring equipment",11175.225601814163
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,Electricity,8924.948826542714
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,Food and catering,139594.3424734379
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,Furniture and timber,1136.6284667085374
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,General and special Machinery,819.4583135308224
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,Metal Products,314221.038615348
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,Minerals and Metals,26530.959829209914
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,Natural gas and gaseous fuels,11925.535201053815
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,Non-metallic mineral products,2163.086129589324
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,Paper Products,8315.016700954458
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,Services,20435.970370209114
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,"Steam, hot water supply and water distribution",27353.08699265712
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,Textile,2315.3425876859123
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,Transport,80222.69605152405
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,Transport Equipment,355.3065157775536
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (MOIR; high NOx),kg formed ozone,Waste management and disposal,39070.94452947398
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,Chemical,106464.76526002819
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,Coal and Petroleum,102272.62762776637
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,Construction,327.10390743917327
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,"Electrical, electronic and measuring equipment",15401.284390659299
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,Electricity,11716.404944340316
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,Food and catering,162868.99567718594
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,Furniture and timber,1557.2177330668108
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,General and special Machinery,1125.7853188638583
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,Metal Products,433337.86023593374
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,Minerals and Metals,36496.96643946007
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,Natural gas and gaseous fuels,13080.969537956786
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,Non-metallic mineral products,2838.95451443467
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,Paper Products,11441.477597291034
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,Services,27953.079063031128
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,"Steam, hot water supply and water distribution",37429.43644471589
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,Textile,3159.5602111649023
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,Transport,110322.96111515895
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,Transport Equipment,484.8418357266325
"Problem oriented approach: non baseline (CML, 1999)",photochemical oxidation (low NOx),kg ethylene eq.,Waste management and disposal,40326.12446434617
Total Emission relevant energy use,Total Emission relevant energy use,TJ,Chemical,6534.417028907288
Total Emission relevant energy use,Total Emission relevant energy use,TJ,Coal and Petroleum,3566.669492546385
Total Emission relevant energy use,Total Emission relevant energy use,TJ,Construction,64.0855813581565
Total Emission relevant energy use,Total Emission relevant energy use,TJ,"Electrical, electronic and measuring equipment",248.31421347233908
Total Emission relevant energy use,Total Emission relevant energy use,TJ,Electricity,5695.908182562886
Total Emission relevant energy use,Total Emission relevant energy use,TJ,Food and catering,2031.088847271117
Total Emission relevant energy use,Total Emission relevant energy use,TJ,Furniture and timber,219.62445652737802
Total Emission relevant energy use,Total Emission relevant energy use,TJ,General and special Machinery,43.224113945247055
Total Emission relevant energy use,Total Emission relevant energy use,TJ,Metal Products,879.8470905626439
Total Emission relevant energy use,Total Emission relevant energy use,TJ,Minerals and Metals,1158.1326321751837
Total Emission relevant energy use,Total Emission relevant energy use,TJ,Natural gas and gaseous fuels,1135.8870278619158
Total Emission relevant energy use,Total Emission relevant energy use,TJ,Non-metallic mineral products,460.0531797673881
Total Emission relevant energy use,Total Emission relevant energy use,TJ,Paper Products,933.3623560169959
Total Emission relevant energy use,Total Emission relevant energy use,TJ,Services,2277.320604647099
Total Emission relevant energy use,Total Emission relevant energy use,TJ,"Steam, hot water supply and water distribution",5515.394976959174
Total Emission relevant energy use,Total Emission relevant energy use,TJ,Textile,227.36982058710205
Total Emission relevant energy use,Total Emission relevant energy use,TJ,Transport,10232.550103557032
Total Emission relevant energy use,Total Emission relevant energy use,TJ,Transport Equipment,51.051200598053946
Total Emission relevant energy use,Total Emission relevant energy use,TJ,Waste management and disposal,2059.05648732018
Total Energy Use,Total Energy Use,TJ,Chemical,31636.74896642753
Total Energy Use,Total Energy Use,TJ,Coal and Petroleum,32383.766802527785
Total Energy Use,Total Energy Use,TJ,Construction,98.32197772108574
Total Energy Use,Total Energy Use,TJ,"Electrical, electronic and measuring equipment",469.9329097202944
Total Energy Use,Total Energy Use,TJ,Electricity,8257.358544880237
Total Energy Use,Total Energy Use,TJ,Food and catering,2920.0588722686584
Total Energy Use,Total Energy Use,TJ,Furniture and timber,280.03421653662
Total Energy Use,Total Energy Use,TJ,General and special Machinery,115.79281055144962
Total Energy Use,Total Energy Use,TJ,Metal Products,1334.9149931562906
Total Energy Use,Total Energy Use,TJ,Minerals and Metals,1298.6020490654753
Total Energy Use,Total Energy Use,TJ,Natural gas and gaseous fuels,2058.6625289702706
Total Energy Use,Total Energy Use,TJ,Non-metallic mineral products,558.7656083729424
Total Energy Use,Total Energy Use,TJ,Paper Products,1290.7778130116278
Total Energy Use,Total Energy Use,TJ,Services,3516.538516804566
Total Energy Use,Total Energy Use,TJ,"Steam, hot water supply and water distribution",6095.990962074493
Total Energy Use,Total Energy Use,TJ,Textile,289.01452343102056
Total Energy Use,Total Energy Use,TJ,Transport,10463.388789229475
Total Energy Use,Total Energy Use,TJ,Transport Equipment,86.92885216329432
Total Energy Use,Total Energy Use,TJ,Waste management and disposal,2129.1076698419993
Total Energy inputs from nature,Total Energy inputs from nature,TJ,Chemical,2504.963842586412
Total Energy inputs from nature,Total Energy inputs from nature,TJ,Coal and Petroleum,50193.246784928444
Total Energy inputs from nature,Total Energy inputs from nature,TJ,Electricity,3967.2885286955116
Total Energy inputs from nature,Total Energy inputs from nature,TJ,Food and catering,2851.4279518134776
Total Energy inputs from nature,Total Energy inputs from nature,TJ,Furniture and timber,69.70369910727901
Total Energy inputs from nature,Total Energy inputs from nature,TJ,Minerals and Metals,3052.7035549138645
Total Energy inputs from nature,Total Energy inputs from nature,TJ,Natural gas and gaseous fuels,9527.291579005465
Total Energy inputs from nature,Total Energy inputs from nature,TJ,Paper Products,354.5695204143329
Total Energy inputs from nature,Total Energy inputs from nature,TJ,"Steam, hot water supply and water distribution",0.3376180287096453
Total Energy inputs from nature,Total Energy inputs from nature,TJ,Waste management and disposal,1926.4484433906441
Total Energy supply,Total Energy supply,TJ,Chemical,7684.342005910388
Total Energy supply,Total Energy supply,TJ,Coal and Petroleum,77805.94494416508
Total Energy supply,Total Energy supply,TJ,Electricity,5998.035153957668
Total Energy supply,Total Energy supply,TJ,Food and catering,2884.3714129372916
Total Energy supply,Total Energy supply,TJ,Furniture and timber,72.12875722203658
Total Energy supply,Total Energy supply,TJ,Metal Products,193.94373155176385
Total Energy supply,Total Energy supply,TJ,Minerals and Metals,3052.7035549138645
Total Energy supply,Total Energy supply,TJ,Natural gas and gaseous fuels,10086.621609099393
Total Energy supply,Total Energy supply,TJ,Paper Products,461.23613343256693
Total Energy supply,Total Energy supply,TJ,"Steam, hot water supply and water distribution",3883.1473198613576
Total Energy supply,Total Energy supply,TJ,Waste management and disposal,3599.8496749520114
USEtox,Fresh water Ecotoxicity,PAF m3.day,Chemical,37456409.62099603
USEtox,Fresh water Ecotoxicity,PAF m3.day,Coal and Petroleum,7484316.609171741
USEtox,Fresh water Ecotoxicity,PAF m3.day,Construction,80889.66205011388
USEtox,Fresh water Ecotoxicity,PAF m3.day,"Electrical, electronic and measuring equipment",1694109.7513405993
USEtox,Fresh water Ecotoxicity,PAF m3.day,Electricity,10348465.18405125
USEtox,Fresh water Ecotoxicity,PAF m3.day,Food and catering,19348320.022273548
USEtox,Fresh water Ecotoxicity,PAF m3.day,Furniture and timber,275854.4970488978
USEtox,Fresh water Ecotoxicity,PAF m3.day,General and special Machinery,604285.4906789048
USEtox,Fresh water Ecotoxicity,PAF m3.day,Metal Products,407768757.9308842
USEtox,Fresh water Ecotoxicity,PAF m3.day,Minerals and Metals,7145995.661573316
USEtox,Fresh water Ecotoxicity,PAF m3.day,Natural gas and gaseous fuels,240371.9345766811
USEtox,Fresh water Ecotoxicity,PAF m3.day,Non-metallic mineral products,703668.1770110121
USEtox,Fresh water Ecotoxicity,PAF m3.day,Paper Products,1915455.285955305
USEtox,Fresh water Ecotoxicity,PAF m3.day,Services,10393333.843094524
USEtox,Fresh water Ecotoxicity,PAF m3.day,"Steam, hot water supply and water distribution",3554609.381542979
USEtox,Fresh water Ecotoxicity,PAF m3.day,Textile,233418.47286112202
USEtox,Fresh water Ecotoxicity,PAF m3.day,Transport,1894801790.9166968
USEtox,Fresh water Ecotoxicity,PAF m3.day,Transport Equipment,504902.09146148706
USEtox,Fresh water Ecotoxicity,PAF m3.day,Waste management and disposal,1957320.7845963466
USEtox,Human toxicity,cases,Chemical,85.0183041524843
USEtox,Human toxicity,cases,Coal and Petroleum,37.979468435563625
USEtox,Human toxicity,cases,Construction,0.10801867157863257
USEtox,Human toxicity,cases,"Electrical, electronic and measuring equipment",6.11533745033601
USEtox,Human toxicity,cases,Electricity,20.92516432251428
USEtox,Human toxicity,cases,Food and catering,31.461145619783505
USEtox,Human toxicity,cases,Furniture and timber,0.6141280539090731
USEtox,Human toxicity,cases,General and special Machinery,1.302454315483045
USEtox,Human toxicity,cases,Metal Products,782.4194010649604
USEtox,Human toxicity,cases,Minerals and Metals,8.228838533074507
USEtox,Human toxicity,cases,Natural gas and gaseous fuels,0.240121145843969
USEtox,Human toxicity,cases,Non-metallic mineral products,1.5604438520169543
USEtox,Human toxicity,cases,Paper Products,3.248550241363529
USEtox,Human toxicity,cases,Services,11.722603055096267
USEtox,Human toxicity,cases,"Steam, hot water supply and water distribution",9.283193659170873
USEtox,Human toxicity,cases,Textile,0.5254764889691929
USEtox,Human toxicity,cases,Transport,2468.16373262097
USEtox,Human toxicity,cases,Transport Equipment,0.8141451341286926
USEtox,Human toxicity,cases,Waste management and disposal,2.4683768121359364
Unused Domestic Extraction,Unused Domestic Extraction,kt,Chemical,31.750856363782916
Unused Domestic Extraction,Unused Domestic Extraction,kt,Coal and Petroleum,2272.4816889435297
Unused Domestic Extraction,Unused Domestic Extraction,kt,Construction,0.9666971458259755
Unused Domestic Extraction,Unused Domestic Extraction,kt,"Electrical, electronic and measuring equipment",0.8625226462848651
Unused Domestic Extraction,Unused Domestic Extraction,kt,Electricity,10.555972571908917
Unused Domestic Extraction,Unused Domestic Extraction,kt,Food and catering,510.44726874505403
Unused Domestic Extraction,Unused Domestic Extraction,kt,Furniture and timber,0.3736196688562947
Unused Domestic Extraction,Unused Domestic Extraction,kt,General and special Machinery,0.13375393526651297
Unused Domestic Extraction,Unused Domestic Extraction,kt,Metal Products,2.1749761511121664
Unused Domestic Extraction,Unused Domestic Extraction,kt,Minerals and Metals,1001.4095211445933
Unused Domestic Extraction,Unused Domestic Extraction,kt,Natural gas and gaseous fuels,17.340744821808872
Unused Domestic Extraction,Unused Domestic Extraction,kt,Non-metallic mineral products,19.102313054715154
Unused Domestic Extraction,Unused Domestic Extraction,kt,Paper Products,0.3667335151747772
Unused Domestic Extraction,Unused Domestic Extraction,kt,Services,15.210090253428532
Unused Domestic Extraction,Unused Domestic Extraction,kt,"Steam, hot water supply and water distribution",2.4923521420359647
Unused Domestic Extraction,Unused Domestic Extraction,kt,Textile,0.572396746055945
Unused Domestic Extraction,Unused Domestic Extraction,kt,Transport,10.229732875123
Unused Domestic Extraction,Unused Domestic Extraction,kt,Transport Equipment,0.2470204361602481
Unused Domestic Extraction,Unused Domestic Extraction,kt,Waste management and disposal,0.8762273304027095
Value Added,Value Added,M.EUR,Chemical,645.5238038899012
Value Added,Value Added,M.EUR,Coal and Petroleum,393.4671810292611
Value Added,Value Added,M.EUR,Construction,105.62219044651754
Value Added,Value Added,M.EUR,"Electrical, electronic and measuring equipment",830.602075874007
Value Added,Value Added,M.EUR,Electricity,164.84582470596752
Value Added,Value Added,M.EUR,Food and catering,1353.508908170829
Value Added,Value Added,M.EUR,Furniture and timber,58.04344136111439
Value Added,Value Added,M.EUR,General and special Machinery,74.35100748635685
Value Added,Value Added,M.EUR,Metal Products,111.70139162699549
Value Added,Value Added,M.EUR,Minerals and Metals,32.158151017740224
Value Added,Value Added,M.EUR,Natural gas and gaseous fuels,33.656866974688626
Value Added,Value Added,M.EUR,Non-metallic mineral products,31.080892725780007
Value Added,Value Added,M.EUR,Paper Products,108.7131466359106
Value Added,Value Added,M.EUR,Services,6305.932520911674
Value Added,Value Added,M.EUR,"Steam, hot water supply and water distribution",13.016667081662426
Value Added,Value Added,M.EUR,Textile,31.501977187337978
Value Added,Value Added,M.EUR,Transport,1370.5724151154361
Value Added,Value Added,M.EUR,Transport Equipment,30.260847142786005
Value Added,Value Added,M.EUR,Waste management and disposal,282.9175495431825
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,Chemical,0.004255956598361662
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,Coal and Petroleum,0.0010111899784300072
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,Construction,0.00203334118891281
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,"Electrical, electronic and measuring equipment",0.00017059712686983057
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,Electricity,0.0007618025452684933
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,Food and catering,76.5205927961354
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,Furniture and timber,0.0014296836010003367
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,General and special Machinery,0.00014785922898299505
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,Metal Products,0.002286982241222839
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,Minerals and Metals,0.003988150685425503
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,Natural gas and gaseous fuels,0.0004582710504195584
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,Non-metallic mineral products,0.0001305094133316753
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,Paper Products,0.0004052576772392321
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,Services,0.12996149846256805
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,"Steam, hot water supply and water distribution",0.0003935438845543229
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,Textile,0.0904375088287763
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,Transport,0.019483573873767483
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,Transport Equipment,0.00024908363158784657
Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,Waste management and disposal,0.00459756010474279
Water Consumption Blue - Electricity,Water Consumption Blue - Electricity,Mm3,Chemical,0.039872423028686356
Water Consumption Blue - Electricity,Water Consumption Blue - Electricity,Mm3,Coal and Petroleum,0.0031035436651372056
Water Consumption Blue - Electricity,Water Consumption Blue - Electricity,Mm3,Construction,5.9400951237791356e-05
Water Consumption Blue - Electricity,Water Consumption Blue - Electricity,Mm3,"Electrical, electronic and measuring equipment",0.0003291383544422201
Water Consumption Blue - Electricity,Water Consumption Blue - Electricity,Mm3,Electricity,3.5816219744390967
Water Consumption Blue - Electricity,Water Consumption Blue - Electricity,Mm3,Food and catering,0.008273167721511099
Water Consumption Blue - Electricity,Water Consumption Blue - Electricity,Mm3,Furniture and timber,0.00027438391103602
Water Consumption Blue - Electricity,Water Consumption Blue - Electricity,Mm3,General and special Machinery,0.00033736889278858405
Water Consumption Blue - Electricity,Water Consumption Blue - Electricity,Mm3,Metal Products,0.004750213687875335
Water Consumption Blue - Electricity,Water Consumption Blue - Electricity,Mm3,Minerals and Metals,0.0011011567718240433
Water Consumption Blue - Electricity,Water Consumption Blue - Electricity,Mm3,Natural gas and gaseous fuels,0.0018461849818072545
Water Consumption Blue - Electricity,Water Consumption Blue - Electricity,Mm3,Non-metallic mineral products,0.0002013838710871349
Water Consumption Blue - Electricity,Water Consumption Blue - Electricity,Mm3,Paper Products,0.002509230987627965
Water Consumption Blue - Electricity,Water Consumption Blue - Electricity,Mm3,Services,0.005523828744166747
Water Consumption Blue - Electricity,Water Consumption Blue - Electricity,Mm3,"Steam, hot water supply and water distribution",0.0013405530460181949
