producing_sector_group,scope,indicator,unit,value,share_of_scope_pct
"Steam, hot water supply and water distribution",Scope 3,climate_change,kt CO2eq,238.74923471108042,3.7248907119925025
Natural gas and gaseous fuels,Scope 3,climate_change,kt CO2eq,115.22333881776893,1.7976784096772378
Minerals and Metals,Scope 3,climate_change,kt CO2eq,89.58863047279435,1.397733726569104
Metal Products,Scope 3,climate_change,kt CO2eq,87.24804688885465,1.3612166752662607
Non-metallic mineral products,Scope 3,climate_change,kt CO2eq,69.05791707875238,1.0774199725811933
"Electrical, electronic and measuring equipment",Scope 3,climate_change,kt CO2eq,19.728033959492105,0.3077906010903513
Paper Products,Scope 3,climate_change,kt CO2eq,18.168841024232147,0.28346456172196377
Textile,Scope 3,climate_change,kt CO2eq,16.47002569784696,0.25696017757890954
Operational impact,Scope 3,climate_change,kt CO2eq,12.5064,0.19512093203916353
Furniture and timber,Scope 3,climate_change,kt CO2eq,10.790303843341695,0.16834693779973453
Construction,Scope 3,climate_change,kt CO2eq,3.937834536208209,0.0614368599213965
Transport Equipment,Scope 3,climate_change,kt CO2eq,3.763244465699702,0.058712960375371805
General and special Machinery,Scope 3,climate_change,kt CO2eq,2.98595560770118,0.04658594329321158
Private travel,Outside protocol,land_use,km2,0.9870380080591756,100.0
Electricity,Scope 2,land_use,km2,0.16133832710342708,94.78899432532464
"Steam, hot water supply and water distribution",Scope 2,land_use,km2,0.008869541702205521,5.211005674675368
Food and catering,Scope 3,land_use,km2,4441.487075597675,97.77220983706165
Services,Scope 3,land_use,km2,29.63748822756216,0.6524217381942321
Transport,Scope 3,land_use,km2,24.860199783330813,0.5472574001535314
Textile,Scope 3,land_use,km2,13.394116069294967,0.29484996907997135
Furniture and timber,Scope 3,land_use,km2,11.30213004226106,0.24879825411830256
Paper Products,Scope 3,land_use,km2,7.928214358535775,0.17452691513048127
Waste management and disposal,Scope 3,land_use,km2,5.742758656994709,0.12641761529379938
Minerals and Metals,Scope 3,land_use,km2,4.387356005738308,0.09658060120893512
Electricity,Scope 3,land_use,km2,1.2536799049384475,0.027597751079272228
Private travel,Scope 3,land_use,km2,0.8319,0.018312943385635407
Construction,Scope 3,land_use,km2,0.4388888325246105,0.009661433276368328
Chemical,Scope 3,land_use,km2,0.3078120407845778,0.006775988071048047
Non-metallic mineral products,Scope 3,land_use,km2,0.27239916478845616,0.005996430440035301
Metal Products,Scope 3,land_use,km2,0.26600285627731324,0.005855625973583062
"Steam, hot water supply and water distribution",Scope 3,land_use,km2,0.20180277825507664,0.004442364290478609
Coal and Petroleum,Scope 3,land_use,km2,0.19821260240664793,0.0043633323310402735
General and special Machinery,Scope 3,land_use,km2,0.1237066358234802,0.0027232030511633726
Natural gas and gaseous fuels,Scope 3,land_use,km2,0.02594389924391536,0.0005711133045515701
Transport Equipment,Scope 3,land_use,km2,0.02435222241301167,0.0005360750935976492
"Electrical, electronic and measuring equipment",Scope 3,land_use,km2,0.004606716129985109,0.00010140946229367802
Private travel,Outside protocol,material_extraction,kt,15.1869815083494,100.0
Electricity,Scope 2,material_extraction,kt,0.018712493680368186,96.00168047987823
"Steam, hot water supply and water distribution",Scope 2,material_extraction,kt,0.0007793460320525669,3.998319520121775
Minerals and Metals,Scope 3,material_extraction,kt,5905.564420238479,98.14404173458266
Chemical,Scope 3,material_extraction,kt,31.70531239473114,0.5269077231996087
Food and catering,Scope 3,material_extraction,kt,19.91227180533699,0.33092024674153486
Services,Scope 3,material_extraction,kt,17.23479922948611,0.2864235718213589
Private travel,Scope 3,material_extraction,kt,12.7595,0.2120489781164453
Non-metallic mineral products,Scope 3,material_extraction,kt,11.035401517431133,0.18339634114784606
Transport,Scope 3,material_extraction,kt,6.21042637094952,0.10321051495961986
Coal and Petroleum,Scope 3,material_extraction,kt,3.713006289759578,0.061706116186641534
Construction,Scope 3,material_extraction,kt,2.7109983511501907,0.04505383675197039
Natural gas and gaseous fuels,Scope 3,material_extraction,kt,2.538574359484921,0.042188338007083916
Metal Products,Scope 3,material_extraction,kt,2.038121315805182,0.03387135407295221
Waste management and disposal,Scope 3,material_extraction,kt,0.8893876253373778,0.014780652619789406
Electricity,Scope 3,material_extraction,kt,0.3386243829506215,0.005627568037148097
"Electrical, electronic and measuring equipment",Scope 3,material_extraction,kt,0.23575875955331274,0.003918053532292074
Paper Products,Scope 3,material_extraction,kt,0.09771675850861505,0.001623945984294313
General and special Machinery,Scope 3,material_extraction,kt,0.08506975417008314,0.0014137665614156782
Furniture and timber,Scope 3,material_extraction,kt,0.06022332449238267,0.0010008459906254037
Transport Equipment,Scope 3,material_extraction,kt,0.05810671664958555,0.0009656702760489405
Textile,Scope 3,material_extraction,kt,0.03249376214420598,0.0005400108983767165
"Steam, hot water supply and water distribution",Scope 3,material_extraction,kt,0.021706027600449877,0.0003607305122961522
Operational impact,Scope 1,waste_generation,kt,42.71652604695465,100.0
"Steam, hot water supply and water distribution",Scope 2,waste_generation,kt,34.56946390954774,97.50475427051259
Electricity,Scope 2,waste_generation,kt,0.8846677050398447,2.4952457294874164
Waste management and disposal,Scope 3,waste_generation,kt,76.41047329863382,29.850035198941363
Food and catering,Scope 3,waste_generation,kt,56.066858089567745,21.902726356984502
Chemical,Scope 3,waste_generation,kt,47.4322935267904,18.529601639917168
Transport,Scope 3,waste_generation,kt,13.143952417312242,5.134733831271737
Paper Products,Scope 3,waste_generation,kt,12.876881071424787,5.03040141804074
Electricity,Scope 3,waste_generation,kt,12.508751988471609,4.886590424474982
Coal and Petroleum,Scope 3,waste_generation,kt,10.074085412217952,3.935478883589433
Services,Scope 3,waste_generation,kt,8.404589883464077,3.283284254418494
Metal Products,Scope 3,waste_generation,kt,5.367162785027034,2.09670207676059
"Steam, hot water supply and water distribution",Scope 3,waste_generation,kt,4.866301760940548,1.9010388573963048
Construction,Scope 3,waste_generation,kt,3.3726959619899683,1.3175562044650755
Non-metallic mineral products,Scope 3,waste_generation,kt,1.2197130180658495,0.4764854207822788
"Electrical, electronic and measuring equipment",Scope 3,waste_generation,kt,1.2066905837980078,0.4713981584674421
Furniture and timber,Scope 3,waste_generation,kt,1.1703173642525722,0.45718882515410575
Textile,Scope 3,waste_generation,kt,0.5641404055905299,0.22038354478198816
General and special Machinery,Scope 3,waste_generation,kt,0.4987404323278512,0.1948348023174432
Minerals and Metals,Scope 3,waste_generation,kt,0.42310993274367076,0.16528946674704215
Transport Equipment,Scope 3,waste_generation,kt,0.24751627357765404,0.09669315160145558
Natural gas and gaseous fuels,Scope 3,waste_generation,kt,0.12690902987477135,0.04957748388784235
