model_id,capital_treatment_id,indicator_id,producing_region_id,producing_industry_id,value
1,4,2,4,155,0.0001693349318444
1,4,2,4,156,8.130188304748605e-06
1,4,2,4,157,0.0006147726991732
1,4,2,4,158,0.0003213746853812
1,4,2,4,159,2.0604395771044387e-05
1,4,2,4,160,5.329804542908604e-05
1,4,2,4,161,0.0001082528004039
1,4,2,5,2,0.1089779727437458
1,4,2,5,3,0.1217477879128763
1,4,2,5,4,0.0090036259851156
1,4,2,5,5,0.065305602663545
1,4,2,5,6,0.0127842526476951
1,4,2,5,7,0.0001310486309763
1,4,2,5,8,0.1176266188252786
1,4,2,5,9,0.1886154231296129
1,4,2,5,10,0.0446331044019761
1,4,2,5,11,0.0151338943715742
1,4,2,5,12,0.008175055880419
1,4,2,5,13,3.408326384272503e-05
1,4,2,5,14,0.095018943919095
1,4,2,5,15,0.0346940883253113
1,4,2,5,18,0.1200981378351054
1,4,2,5,19,6.954939344019963e-05
1,4,2,5,20,1.6501878634079696
1,4,2,5,21,0.2810912696093185
1,4,2,5,22,0.5371975976576877
1,4,2,5,23,0.0008079809559889
1,4,2,5,24,0.0233166078818747
1,4,2,5,25,0.0001246120622953
1,4,2,5,27,8.709420455058701e-06
1,4,2,5,28,1.0152131388979476e-05
1,4,2,5,30,5.107305961766872e-07
1,4,2,5,31,0.0248521423348676
1,4,2,5,32,0.1647167678095283
1,4,2,5,33,0.0946262087449009
1,4,2,5,34,0.005839163572188
1,4,2,5,35,0.0016334551205113
1,4,2,5,36,0.0127366086456728
1,4,2,5,37,0.0004617516149347
1,4,2,5,38,0.0009072205253007
1,4,2,5,39,0.0054650708374436
1,4,2,5,40,0.011470702383318
1,4,2,5,41,0.0004046413199443
1,4,2,5,42,0.0008915561821854
1,4,2,5,43,0.0280886625404421
1,4,2,5,44,0.023440055066725
1,4,2,5,45,0.0071909751034963
1,4,2,5,46,0.0012341874858442
1,4,2,5,47,0.0075189886345949
1,4,2,5,48,0.004553366688445
1,4,2,5,49,0.00242422653627
1,4,2,5,50,0.0522203242672076
1,4,2,5,51,0.0012308473537656
1,4,2,5,52,0.0520256859686216
1,4,2,5,53,0.004860256091634
1,4,2,5,54,0.0795322848379041
1,4,2,5,55,0.0264016442567535
1,4,2,5,56,0.2113734402990166
1,4,2,5,57,0.399917679078186
1,4,2,5,59,0.0066777779138775
1,4,2,5,60,0.0141654485746655
1,4,2,5,61,0.021651850753912
1,4,2,5,62,0.0157494067255522
1,4,2,5,63,3.545052788540765
1,4,2,5,64,0.1958490398196214
1,4,2,5,65,0.1664333837532175
1,4,2,5,66,0.0234850131835842
1,4,2,5,67,0.0548266154545493
1,4,2,5,68,0.0155602042816836
1,4,2,5,69,1.0874939066620393
1,4,2,5,70,0.2274970004241843
1,4,2,5,71,0.1054371252818305
1,4,2,5,72,0.7664512845871843
1,4,2,5,73,0.2270980515814906
1,4,2,5,74,0.0057335255050419
1,4,2,5,76,0.0059711623409103
1,4,2,5,77,0.0115101218453597
1,4,2,5,78,0.0012713405213703
1,4,2,5,79,0.0010019542105429
1,4,2,5,80,0.0043685358717019
1,4,2,5,82,0.0003066154139296
1,4,2,5,84,0.2251775506954142
1,4,2,5,85,0.0532774053252313
1,4,2,5,86,0.0400536335179995
1,4,2,5,87,0.0313379394019051
1,4,2,5,88,0.0371644491392118
1,4,2,5,89,0.0410223902685402
1,4,2,5,90,0.0046535754375944
1,4,2,5,91,0.0460472032799409
1,4,2,5,92,0.0015933437618663
1,4,2,5,93,0.0148977212626373
1,4,2,5,94,0.0046325178568395
1,4,2,5,96,1.7785392413275187
1,4,2,5,97,0.0257022450973279
1,4,2,5,98,0.010958280129576
1,4,2,5,99,4.843253129977785e-05
1,4,2,5,100,0.2276960170415227
1,4,2,5,101,0.0018201672459236
1,4,2,5,102,0.0069054881723847
1,4,2,5,103,0.0200902959562082
1,4,2,5,107,0.0006364752860744
1,4,2,5,108,0.0166218728695585
1,4,2,5,109,0.0011338241532955
1,4,2,5,110,0.3367629735294697
1,4,2,5,111,8.035575532629027
1,4,2,5,112,0.0557510738950389
1,4,2,5,113,0.189676609005298
1,4,2,5,114,0.0203823258155598
1,4,2,5,115,0.0174280403657237
1,4,2,5,116,0.175755910117602
1,4,2,5,117,0.133645135469324
1,4,2,5,118,0.1770194920111927
1,4,2,5,119,0.0958395432782488
1,4,2,5,120,0.1621084309139808
1,4,2,5,121,0.8677603653577043
1,4,2,5,122,0.3567152699077587
1,4,2,5,123,0.9529159326999423
1,4,2,5,124,0.0018272355973383
1,4,2,5,125,0.3224095052775184
1,4,2,5,126,0.0468220557481139
1,4,2,5,127,0.0114340887413072
1,4,2,5,128,0.0208487119750061
1,4,2,5,129,0.0033423308239067
1,4,2,5,130,0.0034168942695382
1,4,2,5,131,0.076884819581088
1,4,2,5,132,0.0069730412138979
1,4,2,5,133,0.0180035404344262
1,4,2,5,134,0.005938323815282
1,4,2,5,135,0.1170338444623057
1,4,2,5,136,0.004476140134063
1,4,2,5,137,0.0034585282591522
1,4,2,5,138,0.0028748579563096
1,4,2,5,139,0.0017469588621344
1,4,2,5,140,0.0016223869515166
1,4,2,5,141,0.0061045132074447
1,4,2,5,142,0.0167814741919418
1,4,2,5,143,0.0032226103720551
1,4,2,5,144,0.0005337143345031
1,4,2,5,145,0.0118257488165467
1,4,2,5,148,0.0058982236523954
1,4,2,5,149,0.0274740664377111
1,4,2,5,151,0.0695721203618858
1,4,2,5,152,0.1340381902554504
1,4,2,5,153,0.5504367618436504
1,4,2,5,154,0.1020154981936461
1,4,2,5,155,0.004561462082576
1,4,2,5,156,0.0009579336082049
1,4,2,5,157,0.0223767849191823
1,4,2,5,158,0.0109810818241064
1,4,2,5,159,0.0003561743932851
1,4,2,5,160,0.0035380192022344
1,4,2,5,161,0.0004589911550767
1,4,2,5,162,5.750991692261637e-05
