study,consuming_country_iso3,reference_year,purchased_country_iso3,purchased_country_name,purchased_world_region,purchased_sector_code,purchased_sector_name,purchased_sector_group,component_type,demand_component,indicator,unit,value,source
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,VOIL,Processing vegetable oils and fats,Food and catering,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,2.177373699719589e-09,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,DAIR,Processing of dairy products,Food and catering,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.1034178222296542,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,RICE,Processed rice,Food and catering,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,2.228573912196976e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,SUGR,Sugar refining,Food and catering,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,3.809460515873515e-09,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,OFOD,Processing of Food products nec,Food and catering,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.07625738544118313,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,BEVR,Manufacture of beverages,Food and catering,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,1.480854864839823,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,FSHP,Manufacture of fish products,Food and catering,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0006326952988474427,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,TOBC,Manufacture of tobacco products (16),Food and catering,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,1.123985660046434e-06,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,TEXT,Manufacture of textiles (17),Textile,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.02039919151041695,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,GARM,Manufacture of wearing apparel; dressing and dyeing of fur (18),Textile,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0002255549946080599,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,LETH,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",Textile,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.001006424193247763,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,WOOD,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",Furniture and timber,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.01049092918344407,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,WOOW,Re-processing of secondary wood material into new wood material,Furniture and timber,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.001652988647757774,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,PULP,Pulp,Paper Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,8.501724704171775e-07,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,PAPR,Re-processing of secondary paper into new pulp,Paper Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,1.603303335950317e-06,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,PAPE,Paper,Paper Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.06322677350196951,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,MDIA,"Publishing, printing and reproduction of recorded media (22)",Paper Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.04674575914552305,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,COKE,Manufacture of coke oven products,Coal and Petroleum,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,2.578006469781053e-06,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,REFN,Petroleum Refinery,Coal and Petroleum,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,1.76684634804625e-08,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,NUCF,Processing of nuclear fuel,Chemical,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0005017389842377451,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,PLAS,"Plastics, basic",Chemical,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,2.823557062373478e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,PLAW,Re-processing of secondary plastic into new plastic,Chemical,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0001682684254452581,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,NFER,N-fertiliser,Chemical,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,1.576599653986048e-07,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,PFER,P- and other fertiliser,Chemical,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,2.25984745221689e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,CHEM,Chemicals nec,Chemical,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,9.412702526393776,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,RUBP,Manufacture of rubber and plastic products (25),Chemical,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.587186806868494,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,GLAS,Manufacture of glass and glass products,Non-metallic mineral products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.04043122518982534,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,GLAW,Re-processing of secondary glass into new glass,Non-metallic mineral products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.006052976693779476,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,CRMC,Manufacture of ceramic goods,Non-metallic mineral products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.006734638113640495,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,BRIK,"Manufacture of bricks, tiles and construction products, in baked clay",Non-metallic mineral products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,5.709347165141183e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,CMNT,"Manufacture of cement, lime and plaster",Non-metallic mineral products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.002073569543893232,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,ASHW,Re-processing of ash into clinker,Non-metallic mineral products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,ONMM,Manufacture of other non-metallic mineral products n.e.c.,Non-metallic mineral products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0002846908375181883,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,STEL,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,Metal Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0009822747379664607,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,STEW,Re-processing of secondary steel into new steel,Metal Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0002622185238803388,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,PREM,Precious metals production,Metal Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0214657016304136,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,PREW,Re-processing of secondary preciuos metals into new preciuos metals,Metal Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,1.460337895976362e-06,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,ALUM,Aluminium production,Metal Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0002019431307060278,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,ALUW,Re-processing of secondary aluminium into new aluminium,Metal Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,3.583123641228373e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,LZTP,"Lead, zinc and tin production",Metal Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0004434095044162034,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,LZTW,"Re-processing of secondary lead into new lead, zinc and tin",Metal Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,2.059437200544325e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,COPP,Copper production,Metal Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.001092216353128384,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,COPW,Re-processing of secondary copper into new copper,Metal Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,ONFM,Other non-ferrous metal production,Metal Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0006159247517905191,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,ONFW,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,Metal Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,METC,Casting of metals,Metal Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,9.398160710959616e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,FABM,"Manufacture of fabricated metal products, except machinery and equipment (28)",Metal Products,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.01501529931968885,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,MACH,Manufacture of machinery and equipment n.e.c. (29),General and special Machinery,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.2273515269341686,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,OFMA,Manufacture of office machinery and computers (30),General and special Machinery,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.05868604455637187,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,ELMA,Manufacture of electrical machinery and apparatus n.e.c. (31),"Electrical, electronic and measuring equipment",MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0157923065666509,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,RATV,"Manufacture of radio, television and communication equipment and apparatus (32)","Electrical, electronic and measuring equipment",MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.03085154305982676,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,MEIN,"Manufacture of medical, precision and optical instruments, watches and clocks (33)","Electrical, electronic and measuring equipment",MRIO supply-chain node,healthcare_services,expenditure,M.EUR,20.97730110104403,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,MOTO,"Manufacture of motor vehicles, trailers and semi-trailers (34)",Transport Equipment,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.000388263579718476,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,OTRE,Manufacture of other transport equipment (35),Transport Equipment,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.002070027691311434,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,FURN,Manufacture of furniture; manufacturing n.e.c. (36),Furniture and timber,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.001214202573041301,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,RYMS,Recycling of waste and scrap,Waste management and disposal,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,5.189499952993573e-06,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,BOTW,Recycling of bottles by direct reuse,Waste management and disposal,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,POWC,Production of electricity by coal,Electricity,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,6.678728558883156e-09,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,POWG,Production of electricity by gas,Electricity,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,2.886996065358854e-09,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,POWN,Production of electricity by nuclear,Electricity,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,POWH,Production of electricity by hydro,Electricity,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,1.148553092578541e-06,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,POWW,Production of electricity by wind,Electricity,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,4.868096198989926e-08,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,POWP,Production of electricity by petroleum and other oil derivatives,Electricity,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,1.974302294014988e-07,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,POWB,Production of electricity by biomass and waste,Electricity,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,1.032029865769354e-06,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,POWS,Production of electricity by solar photovoltaic,Electricity,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,2.803793624849769e-07,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,POWE,Production of electricity by solar thermal,Electricity,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,7.615691916531347e-08,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,POWO,"Production of electricity by tide, wave, ocean",Electricity,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,POWM,Production of electricity by Geothermal,Electricity,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,2.997283437261231e-08,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,POWZ,Production of electricity nec,Electricity,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,3.832126165398386e-07,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,POWT,Transmission of electricity,Electricity,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,9.65020774295773e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,POWD,Distribution and trade of electricity,Electricity,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.00039450148601746,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,GASD,Manufacture of gas; distribution of gaseous fuels through mains,Natural gas and gaseous fuels,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,2.677799990714618e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,HWAT,Steam and hot water supply,"Steam, hot water supply and water distribution",MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,WATR,"Collection, purification and distribution of water (41)","Steam, hot water supply and water distribution",MRIO supply-chain node,healthcare_services,expenditure,M.EUR,8.139549347762507e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,CONS,Construction (45),Construction,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.2793827295239609,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,CONW,Re-processing of secondary construction material into aggregates,Construction,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.0001008898541697754,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,TDMO,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",Services,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.3330245590440139,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,TDFU,Retail sale of automotive fuel,Services,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.02024642800101792,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,TDWH,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",Services,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,20.34634697925189,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,TDRT,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",Services,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,1.533446966493295,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,HORE,Hotels and restaurants (55),Food and catering,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,67.97590290168834,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,TRAI,Transport via railways,Transport,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.1313325711371015,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,TLND,Other land transport,Transport,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,1.126479202876418,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,AUS,Australia,Asia and Pacific,TPIP,Transport via pipelines,Transport,MRIO supply-chain node,healthcare_services,expenditure,M.EUR,0.005337416591800049,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
