producing_country_iso3,producing_country_name,producing_world_region,scope,indicator,unit,value,share_of_scope_pct
FIN,Finland,Europe,Scope 3,land_use,km2,26.571420988231125,0.8767497532871947
FRA,France,Europe,Scope 3,land_use,km2,24.776033210290997,0.8175091958453836
ESP,Spain,Europe,Scope 3,land_use,km2,23.4034152709616,0.7722183384163568
GRC,Greece,Europe,Scope 3,land_use,km2,18.347541128610313,0.60539487764168
IRL,Ireland,Europe,Scope 3,land_use,km2,16.7350416037341,0.5521888951224496
TUR,Turkey,Middle East,Scope 3,land_use,km2,16.389347079076764,0.5407823696927295
EST,Estonia,Europe,Scope 3,land_use,km2,15.890440930531177,0.5243204784433099
ITA,Italy,Europe,Scope 3,land_use,km2,15.444664883298813,0.5096116663099497
GBR,United Kingdom,Europe,Scope 3,land_use,km2,15.396538534095901,0.5080236908377702
LTU,Lithuania,Europe,Scope 3,land_use,km2,13.1436019561748,0.43368586789112035
IDN,Indonesia,Asia and Pacific,Scope 3,land_use,km2,12.640384962715423,0.4170817361414166
ROU,Romania,Europe,Scope 3,land_use,km2,11.408708255976267,0.3764413710950222
ZAF,South Africa,Africa,Scope 3,land_use,km2,9.070513789145078,0.29929038158491245
HUN,Hungary,Europe,Scope 3,land_use,km2,9.027182710284023,0.29786063069887875
BGR,Bulgaria,Europe,Scope 3,land_use,km2,8.924833839057246,0.29448353063196686
SVK,Slovakia,Europe,Scope 3,land_use,km2,7.459595381865085,0.24613656957109145
CZE,Czech Republic,Europe,Scope 3,land_use,km2,6.928449871533083,0.22861090937589748
NLD,Netherlands,Europe,Scope 3,land_use,km2,6.651915198532734,0.2194863801896038
PRT,Portugal,Europe,Scope 3,land_use,km2,5.562853543440364,0.183551736805658
CHE,Switzerland,Europe,Scope 3,land_use,km2,4.698882825468146,0.15504418675159784
MEX,Mexico,America,Scope 3,land_use,km2,4.535834385302739,0.1496642456580373
AUT,Austria,Europe,Scope 3,land_use,km2,4.19063383851193,0.13827401950613158
HRV,Croatia,Europe,Scope 3,land_use,km2,3.8508250980743495,0.1270617012234384
CYP,Cyprus,Middle East,Scope 3,land_use,km2,3.028631906080179,0.0999326410743941
BEL,Belgium,Europe,Scope 3,land_use,km2,2.95920149084753,0.09764171732391745
KOR,South Korea,Asia and Pacific,Scope 3,land_use,km2,2.333704023941124,0.0770028230007703
TWN,Taiwan,Asia and Pacific,Scope 3,land_use,km2,1.9265036515903071,0.06356685259650931
SVN,Slovenia,Europe,Scope 3,land_use,km2,1.2353018325425478,0.040759979580941394
JPN,Japan,Asia and Pacific,Scope 3,land_use,km2,1.150620385625043,0.03796583327894991
LUX,Luxembourg,Europe,Scope 3,land_use,km2,0.5631872772374091,0.01858290930662253
MLT,Malta,Europe,Scope 3,land_use,km2,0.031564154165212105,0.0010414898167969962
DNK,Denmark,Denmark,Outside protocol,material_extraction,kt,11.604016494832804,100.0
POL,Poland,Europe,Scope 2,material_extraction,kt,0.1378183469050953,71.33268762994621
RoW Asia and Pacific,RoW Asia and Pacific,Asia and Pacific,Scope 2,material_extraction,kt,0.026175876118684216,13.548236766328806
